Time (s),Acceleration (m/s^2)
1.660000,280159567382985895718209670232499754228762114399224702555926457729756603234720685329970364416.000000
1.680000,-5569630264643803765605780046858888360237884337999817426672077095162367881604952740060618293248.000000
1.700000,53934130378830771588713239061886563085305381446501322237155397295513405622475882979610901610496.000000
1.720000,-49414905063301236111966364101616072437998563202993933194067167692814265049777655572026896678912.000000
1.740000,-8032761302210396369920637236937478240540560973997647671806495059800517693449458617351588456431616.000000
1.760000,152757570797706179271657524637550086598033234557044159897068301108162443214608011205756045538361344.000000
1.780000,-1421402802265532824564575787336958852694813392731147301928568737489407983774586790856470906680639488.000000
1.800000,340281451840763466732380741713725955005508565836831674034990521893564395006896541636284876431818752.000000
1.820000,228540007033315828291693673022421528053379101365735638993116834539465256920052918662829790019620700160.000000
1.840000,-4165687907578198083431225612628942445294559236620646653779609896679163865267464051713091362464471187456.000000
1.860000,37195075648966550568088787809685508122166497463331340225260286292545394594073760265323809799864676515840.000000
1.880000,18212696551572341143665944560874311374921807340613449240206182849563080430940442974464335914375388856320.000000
1.900000,-6456223863099892257444440406946205219209507951309370372465235600002660556276635538125568233282050960916480.000000
1.920000,112987926263224441209984365588999035884186256812786124485944580477564318197879163642007008861460078052507648.000000
1.940000,-966510059980305021817236062749835659677272197320203370091678334337245783225752797334154842779929876640038912.000000
1.960000,-1237380301182980322021671493262525847198330131006013006052539894126334799502503638123724894152616876278022144.000000
1.980000,181199522374146321644936374589615277481156266879147047733690796740353910624617337957851592446326661991865778176.000000
2.000000,-3049098197979428679666634751866125169416557965538238944848428199433323287436821733233415079968206673469591519232.000000
2.020000,24939076160853573006436154315832189719881293160263473317972148085918529669025482083457523456261192413817451053056.000000
2.040000,53464361740084713733088214853598134301463085288801471722113410034220373590642462326397749772396006946956623478784.000000
2.060000,-5054862061099773454631069045757984952957485776970980520335252013023081747129679711893326454922847503212538199277568.000000
2.080000,81887864442210687975022888121392946752919920896903943921621019308891042995692852102644948655039646543213116801417216.000000
2.100000,-638952412487306921768495208766965016817991760921404051770327883942543870227316024465736068657041979466828569833897984.000000
2.120000,-1977177293213582541367409480041782770070028143304018700174623102374438508521889299145444330831443665782301321634775040.000000
2.140000,140223435188422807584543052041561643372453770578385439135928107359190911029407475533720798800253409280843388157775839232.000000
2.160000,-2189149521924944036369466271015842145647868374945582632811622550102060146251858134597761247824455089798906532769271119872.000000
2.180000,16251328645859288000480851975778009752865269967164542627398848354453380732644635718034065759693069911772101049507211378688.000000
2.200000,67440372339787184084133743419666309291764438613972196350478787305040463345012096574225042198798789414600829150324578058240.000000
2.220000,-3869490651781898526666882454246981855608137157210990203578467536199825944945886666838659899033229284773985044576045325352960.000000
2.240000,58267207064863298549869177759876808771929382852374446381274699356132456938734249892843775561094202358180308613033250795814912.000000
2.260000,-410213645246511593090627540057431090735034343189811095487342471046070575394796342582474000961859947087948926028227544801607680.000000
2.280000,-2187583945890539657127746913398731815537828765190863163248292950424653502940731047743627790249637410198155757519962497171324928.000000
2.300000,106255814405327995103393817034363054450099355007210123226628041844905839560091465961913747272249961294879645808103237524448608256.000000
2.320000,-1544324937348872928699477373056606683668568272090602551583443242948825359879731607160458673088392992736642728601539586955587616768.000000
2.340000,10271690024497466063110503258991099401530581366150804644261892532737734027948563621184910301123772051142228515144062055835645247488.000000
2.360000,68540571153637354594977014767408471463045440508027687794938438593982721916346639910730921429993132090652996366272004360122369310720.000000
2.380000,-2904321692796567706973366405153505257904855465696782366921604006802570680917672018525836001682421039908053651414621261481042683887616.000000
2.400000,40764351356747358965174451734721803241556997248609956176823456980005900134824533174344481205400400923106413780058685769789115899838464.000000
2.420000,-254988609433148841499121777271716687573172022945385836443784646754979092346807950677636062463348847221015980231016239801708940581928960.000000
2.440000,-2093162439103857288716307458411309224478526936851009529745123372026735357105428831427987768256838220413570474981528975114440289625833472.000000
2.460000,79039298722927178875448923448545824790995110308062281922208811100891653697374871931297572826543192978170056214243603478927438050737782784.000000
2.480000,-1071769019517935425685328981316569175639381334057521557243611022787542593293224891944746562570495038801812910130885187509599856571598241792.000000
2.500000,6270308911916998663881202773499771823592985093713074500839815246870041442361777861280142336714778975017201872987430511551411016208765419520.000000
2.520000,62665484049285773383958668905416613765687392349043021644512269882985731309898997161775065797869721934604680679152711852692727753633658044416.000000
2.540000,-2142144060718583191748897088337865623676764164820865989086331057743674435831841911353167189978327926128281046977524741190253970674979247751168.000000
2.560000,28070012237528794768423167396516665116485703205525244351373367802117863534934753630020505430977997597913247534817905136457234343849853181755392.000000
2.580000,-152567719354177107579738719385774741308199413121451078600063930453595093768797776038619260745150154004861655540514471398979144922030538844274688.000000
2.600000,-1846353872173041565562508021398470249272468014944852263132237214451831790894122884419319447085028186717707572019279119806633906366970989239074816.000000
2.620000,57829785415860422543979501927247826667855102904673027198139122443083485034524135850164190902606892704663988978206130369818221812947096366087143424.000000
2.640000,-732382009555244697942780377742137692334493594623429387857497048479617931602373650651441599961129901710656171379116112654551095467126364216288608256.000000
2.660000,3667614628934013535884663117158140225583293138222626443153064998604406649054307575661676364247594314845693881713982250436662946602667461762342715392.000000
2.680000,53686341238953071485069683888897407317318007491926614376358701977498939479120111053566266176007216179569486922371409206620227021872976636742733922304.000000
2.700000,-1555365047919827875177625604724483123845066127808890022027554918103507827424145840618857734493117512164246223665989925595976368597064687675207969669120.000000
2.720000,19037531734039813021742656819296560665945051426962047794220302890566996889316772300503893276418275736935242449587949129693889567344942384198226670518272.000000
2.740000,-86924493140761053102693586828195844006580736578753018379296025071445990142747377584399854443801366568757956515005395770714073756433335374804282312228864.000000
2.760000,-1543694920678378882209183987395224766832219840253127587792992114138641538754525329394671492475475742317751990103573036175208796654099353133869270478880768.000000
2.780000,41683387973467891694137125390528381484749928960498733234301874562789523123498761310406500222443524434933578302645424411890398273572416721583832914003492864.000000
2.800000,-493034418896128244241556176665930272298360963802121843425842604821225935860387423011453763604904037608142242847432543599063005292033626923505479947204427776.000000
2.820000,2025109692658762197703976888086332400030190247927513983622295076233547915287011076610234108558191750671239500182921630364460894463027074226715073128630845440.000000
2.840000,43962507581635262207125666170962423512562322080503287358655549006911131590892700305152394505578926325921987246735917198792775494259439102780863887230711627776.000000
2.860000,-1113289523157193200391188462858075357930190863168735142719003548518501617118126701768226405105915597804507165042783841115259319713519481343724699802064973201408.000000
2.880000,12721684982198159072642060215150149564254318005794257009121485724080680204964955623616749713978508695383566009719123329689504565573581259573801943707489860059136.000000
2.900000,-46175251357531731863840286932748140444803435106704519382019010043020054837957047212425978507994065975795387089928666263052878481047487925608854709617756649553920.000000
2.920000,-1241518030304949206394036311660590237732343540365556827825155168952758331389757348561559017326448907921379910349096171489719268824469644675356718767367412395278336.000000
2.940000,29636396216701267564501630254436092614626555882253394375588634363196428189004793305137509991493402537034821840946333520627006159419532291145916903642961814287810560.000000
2.960000,-327047828738405222798861571502653965575277375709704556304028831655995337185765557807571442812874712910991267334135650281575155890124449362994979836635094415547826176.000000
2.980000,1023536513795586260287859458271222434388016508631042056467336056305211470490400227472875808232226308131083105522919912399153897673690446871935480442600158593833500672.000000
3.000000,34801063237214020443508944084711885749254589838754074975510072064597438574442078384486038071589460743821334736293896089348387885073681141376899075035127882923993202688.000000
3.020000,-786441457078749501232630408393887159160286646833112577099444037324556956515453242443799279608571536403075791754405365909852563977491934549148651484983804220778735468544.000000
3.040000,8376574205554172791568979607016966205178921596672035706524474193877350292318767171298682266649604710304853029449044087706130674501186878857066646229320280606887716585472.000000
3.060000,-21812385238564583941905061658398923699539253399830614900155517687465693238003391347447844653818885153957103749769367990479054640849931872357956225567213331898088260894720.000000
3.080000,-969038302506138693776853233876249048354747180519115524112392851605912226410363748023607452749156107885251864652176785858959581421837437730760731022124780242360597202599936.000000
3.100000,20805450419606119296883194524035810223788497673093124673347996714239808298042677830774416176123598558790125458283959136343340178990032920417040009136846494227972361205841920.000000
3.120000,-213741921877527060960463965762466670125835772874184112504143882427781116458478441328437092087672390124592305710468762600511750062946808793098320352445342106360115627812716544.000000
3.140000,437910105771465896396211810248112100858199458699760648457781059012658370218156083680212820933536685803722042252491392089755164904514547917121251456210794395390103934518427648.000000
3.160000,26821203746540123497551933491375601911380811319360866772111782914042471694425274476004768437388317312469565441678373145609916903572935246580498608119769019808811879504824762368.000000
3.180000,-548780163849222734138809188687135147991109777106205092497546680875400419969106864981670356081712738338726433030186151594837155489073699485100417313167421283423900433442328805376.000000
3.200000,5433129290995205218425237236120736533623283187228412674435721538080541528257346995662902661488381217320506828672472789230190292835782404828865723842379297176825998594468065837056.000000
3.220000,-7929419672910210670777376058926195922178270369789225160463362806339690065534100742708276446494802658118423288598769522875676292997311169547608312269493063164471188504782133264384.000000
3.240000,-738308621688080956817993992596618126830979591238846237126106876563713059780177266951804083764645792592741181958235259117744248153293597930449624471801179900986453845985295438184448.000000
3.260000,14433323328727481603081462342234861309438819689974316090369996925110384931917118254830662914388944447348900203656451398431819649660442628157673618730062158073574809302439232867926016.000000
3.280000,-137563943079425244859344710745195245479001321243580073359122731347071793805695662298249750576015307620752605280933054551346815738795830113193338490670864701343548390031680436571209728.000000
3.300000,114261351687134102190791625628304141170745939195759937069680378073717412153837469294874911497899673857328703381254439199572549538036209325071674094276052420876459292648638203260043264.000000
3.320000,20221662204786452076573765926627119592479820329558618378949356440792361645523469474230126951006234799390861176045291101691294188937846259690202752290949833184613968059361093023589990400.000000
3.340000,-378540711379074840837061020409955405645143553831325077322188320710809599054764381104387337629078966438547242224968151315946118222702558699408850373848836197615832706466712909327097659392.000000
3.360000,3468944066562250294298008448781293221493040367821346155343216165667820074408234586225422926498402799443866718867700836080515723826043411046938786048885502340185089115999164429082646544384.000000
3.380000,-540442564434513480769555036177610251714916342294495699378722305185391450713963100478690117739775553153251132881196824827063821851373614739730287531971327544984355675884522240019869466624.000000
3.400000,-551293216741716959935307119435949169654359108476234463455449261872369273901348538951337157133006159663965302572474610344166438803888908782444934996242496044108099935293861295771163924889600.000000
3.420000,9900671809297094621809828147649077697073477284982844820979165612743592752053756662997055200977280011892050442104277755476839049896191479018389376945333869909847537114367026910443073202814976.000000
3.440000,-87107707135521738399956100625798498762435377457749392284218034052990903462187185852865130897589702949538858694761026696251648450947406549328324812846892289217551209769545107403418952200617984.000000
3.460000,-49887113427381157614799008824438282590257199134241205002834272888351383771354233806603739552531712649062504736230891380193222974951965303157129713104316290730510272181615952453508443756560384.000000
3.480000,14965088529528737806200754122154321692234938937076982646001364508472448060589427645715585023956054154540332894930953483682358987672279666009416520334014114681720507651573168586513369162997301248.000000
3.500000,-258253429333487880060485315841142892496453335520412432657250473024740894916748472615477279778453288889049639114251527096611271797316707897817523343919336531516200557003135916785801635061141864448.000000
3.520000,2177674385571250630407941785068583633340935462570533786122437758652057357494691285249849103785600186320712309656240673770359702952760254270156529007281931284578073094990780278502439806063150628864.000000
3.540000,2970982503504216347170433363245212949385106651169984908168801370978602870409718275868466109815701222416493229826962114151156757224843478136090217096452156910348087356838583115246591933123097788416.000000
3.560000,-404605044079146626315916824392612682459866216053604774417229150857245369712898030739761221556770156059128135315932577419902057351209082853814657612575098915385871719702617492690742707800820890468352.000000
3.580000,6718566854471179661691981840188957242424248538411471440436427116923257106695892535315819927968386137742883546840323511179383688084332259086914752659740590954543778624596564576708567986022400577765376.000000
3.600000,-54187027894797776440608044485041620031160415436547747025076684236450046260662236296611358746996265250471275256753379038743500505842875463793194573280273131000694121322689240038023239613555551938543616.000000
3.620000,-120864741634645351135339852837348865042184761800568502820402911507462817201107791872911313969892345414412821087367516448852601221282148616061090557307490144967314146100589169739949834308885854105370624.000000
3.640000,10898005817569790111010919805373430199956704535079923089266845218143939070670561092309696960035295648898323669496369107959928663293022870166984960856929224469765568456271408297044046126274043484053700608.000000
3.660000,-174330098726677789323508441480363134097886557039521065461386825314914265481802635943281893402229720392914974681466357105291531943942429141236519283656598126069441450977622967464336952382831163294210850816.000000
3.680000,1341610854380655025253975587645518262520039890654447558209138487899052778206673087274678183945297070526270619298758003660209647251425104747410452634440398587911602615491847520522908302303101198844664217600.000000
3.700000,4274022194467418793198318751266366808580597032776779166474874848690271123005449259605821065078882392776792233401401826401852539666283207095318015921913559198472396547756932414743970249195580597720959680512.000000
3.720000,-292496963488884247848538984090742557243128007952929658226165293898963568211104843259610678854608133936191864070781815395889362263473170588334459702327028967081702664735312273638052428341561655033634943401984.000000
3.740000,4511757660976164022658477867063473036541288350553531154526580024665033486505418746996325969399349715347474457170276214326703178517001398478889304526328039461022701894254619596501980368426709963208496152313856.000000
3.760000,-33038259526915439848247283751961176963767158314784097383392824301089003876720940051447198342348392884245445703810289091055120298864162736205067882889563031622780450001809150730722312818377570133954621519953920.000000
3.780000,-140350408740779866951851614099472872338724648634732263190007843978112306889883285118752627078458916007237235739987645501327308728374041223948566099130324774768188236084350330107187811502622850425758269256499200.000000
3.800000,7824158671503718567107898472156891112540932106437130896718532298247150619204059714180270447099062367950963676288358586914291072722111213543494293167842778759828121066982171731894635242583236504225547216115204096.000000
3.820000,-116467753353831324623417736606308619241749213982871255788164893492326950595858100644306134424943857382407792485648605256922941795834098662875136370665447824631643378921881206417646817202394873494586391419781382144.000000
3.840000,808829561122419413972823140093835891851266187405003366687638429771651640170564991263541745590139575321252599642721590142029635779946821316292860428023523665203793078131925626365693349431801924487635098542486323200.000000
3.860000,4400752050795309101665585286145646557106035342778724990593216873458344912110103137075154473700531319349737395076015596985132625348010570296864368641780840652412609635677611558105584155210929423588330325077267578880.000000
3.880000,-208626499949943351555735790179708139543644523415291180844729621211451761843310959275472847580506198700713397588533786237884045550976961601883870175051637556344814410633200300151148419315013007651454962941589486305280.000000
3.900000,2998868844153668219726835326926898990707037323487613139193147033450846171693397672288657434126712171441981516455187451967149693843044733423406502465927216946435990596910546323377535710023854485844215039413835739955200.000000
3.920000,-19673604551078287294280158270096030890806470008977889175503966072347713161606285476468496641212047408777182964110907514153223480601679640549547196410580020429240580686677160466632973557946646954047450355579251394084864.000000
3.940000,-133669366940990775899371863058458171139606939420795198787770967624251934761618250211943605618197663458898319428969143863134470832753013968028978601858496627829422629926291597842683462062783120732858102535960191261736960.000000
3.960000,5546026645572960194055579899800922097566722329672177617356684176355648858535588008871853930226424466676787281514483501000206073114836849772125915879274844116002839002243764644473564565416063590852940222668231727072149504.000000
3.980000,-77019859908976296502992078287712688000677004239311320777502341637996838520269596668435887518054526734368435337049250563501543736676055677409924548855068795993640899490134711193421138419875826926671877138739953679267266560.000000
4.000000,475080916693832562098746215810343046521390677030415002936090889710759917517209543903790588251480597538554220797063349922140251274286747051514990146675770867381543961747679862136516954074907795727493078447403618539080253440.000000
4.020000,3966339841533253099973773047531044355233236267590681522826542081862604952006475358542595713234930322482399376963373316919232557949774891331021279071226263495202980575371923898263582395917300877560606847213689257546878025728.000000
4.040000,-147005254413067070470687051868075889738579745701168234444494531931617549762038209338846785168382533771570202215578170426891316528569662347064783803164154075474893654862484292226364806267569732661578956366315887269206527311872.000000
4.060000,1973055587736024328845193351382619054624506676860421604213264265337940455285980635822969369598616828947391324617664175624738484436442101052380919559764725155890741805415864685128906607193225110594977215898556243218918746882048.000000
4.080000,-11378536547478491186355853440641560288020036715577501000831802720199501550337308202993351350342928686340013477888789717825450092123139759747189090085248242013632666704038978490312128392394425626330678653585583280022828716392448.000000
4.100000,-115593005729418268761773124577917510969302145929745925261325347541772562091104871067495940943659253062571644658074448811005859407453144782560118479390669107021204891577252362239310791506469427338713807833780033515739039993430016.000000
4.120000,3885738007613813429251149364070484043682157463390037419694050801181497809959989432113620721326736433324665740752411028925774187564140913214402345142437303898191529481399256826827291872808669627753709241776277511500862487290445824.000000
4.140000,-50415164747877236961311759833196774698828148459969985056940846222243563811391904872474240157339059276001650842253216453742382407064151432236317419370178565429713675037046350743651378935467935545888024767498535698967959120507830272.000000
4.160000,269956397005135786028309222654721336913167585039688475331146763713446885047972950115094580144249699876671946162236857935460081419580077225361911112390032069730967475592220213470644977157695043208004966059153615675768628239033958400.000000
4.180000,3320730047223874490241257085001269600562141367920128828720402407766027382045480668338764480697479115242632520068412755407630554528971143607998640379032677073925783375837004750689989483045110101737955610280499783328618972014488584192.000000
4.200000,-102435278382552599241528833988204920743216477119191539476425091813126233904481002491238236912956594166615450427125419508356512849185713658862098700943586080124778108046234435642536494144681298454416604354683867820813520249167707897856.000000
4.220000,1284866764514100598380812537254653521118703888547840296766972270514453224169020136698529815705498210046430352315003965135261713796534597875608331799162023989037376123400692036371221446236086077912715359792242297797899815142074947207168.000000
4.240000,-6333814701727829141440882590242035804954423586528252673682176773926619755601469698478301223964618882605159563368389962491904107964917171469856303771566472497793086419401968585175936025426991455592704406616162277613030835605697036550144.000000
4.260000,-94278667725021556316961749417516430084788406032603735823061255205624853533081154681819260649841941966336067838599690108597262983407278152865355448555882053428323605140586874947616588058634326447792340816187340457156740337246360517476352.000000
4.280000,2693404131869263258558444760032867071421594837050387720120781682861729119090585599814778121414288690154560469148366886705516257228014824776709376602669736228239455012776698749200128726951232952364035901523362312571701099884640625775083520.000000
4.300000,-32659936153913043970161597074361556437007138295837025148730028536248992290885595643675014248744607151931497449551781414360570241045430817244338586267414221282206428826405884216401191314611881333146802349177920196536232574365543782684819456.000000
4.320000,146628512508402200515741707909527350956708809025455827189004130066993234618588791843066620384779783777938835485522998050698116628051652713912303912499131606636073535559790677807518379265806184716717472990696920580120165260920039145404891136.000000
4.340000,2650285033714365756964281213287511904190718007165543198026952502028410019111452571984460967316856408707462121158724448768748220399778880104953082712198126407026835806229617355179896374222443081490428551783573031611018113548383937175190765568.000000
4.360000,-70642396233675339332269502576367019489231176074672012254534338547637947501535643239920780694082192955213505647514748297479157418176915035104209036345109332503888905473612253859754258809596860453339582308032726240200231568240390028194612248576.000000
4.380000,827967612119549236366130080524078334843801407460849352514334235461137789714972167509676228141917646907174211770710200202113881814676671718508882566032593457351074021868668304749270161065027626873040460863631713567126327388363269603805815111680.000000
4.400000,-3338671670397619041217891752850779480654388231800473116153156213283866371790439364707817310586620711692850677736373872153094146834049656182920657316034152941625725078066291537545820032424009875897047992462293133641806766188044699466387903479808.000000
4.420000,-73874223627700417126864120108407016860488097101808428898493546288743816463577765077540160616510579664356716337648649813234602789732289431979903966473343195707657344274747703529640921879378654678758262936334558053184680709682330422091587470229504.000000
4.440000,1848302812876298794076469886065203745533103189174585548442504607388238782605054935817458796609795776777592609709825812184637554443835775910118278246335974728505634859026615668877959546421931615966095483948831723394017374345355073184448050802720768.000000
4.460000,-20932797522508958737720083834019435823567895357115856694312396959303680198793345823779162614825970448329097331047541760703455031527809001519845493919123466775446384156981652714437705217347232647645938483720240161397551189026812618880104994648883200.000000
4.480000,74424344652457038267958871209819579704720011187054066639050907175943935604924695232490574877651207814052926837675785208374362998475293170691502466029926504067848725889180738488844288771172443703582149701295121170001999405285458619192013663852560384.000000
4.500000,2044075498720211005761877766344760359375249293810093819469979469673501159166358346541068479397561339427378789154648037827679196747541616439831943598187400021889759765934556255816614324523201308878086667120875651410178679675943910259076590402699001856.000000
4.520000,-48245046917410501587599346695987240876853460097767547743353755602610565625364160408914928499401741179977671405154237821080275440846853523181610850700883144603970083154582848613402356809995663352434161905461364759791181193484337479815971652988529803264.000000
4.540000,527747650525732954604347093051283446393644952721625549791727429992922941507655427128354139548982687240900052872295858902192659509548980202998562882818336473027331925674264652995834931683991006999130958681917577489660277798161868577237368801394063048704.000000
4.560000,-1612613891520703970311195069449643951146112722686086478736332810653545799220767669276775969845990618810133628222427745742982048494899589944953106430717590002107287042446813303314157260834709713158147457336290583082039010509543993125518630093120226721792.000000
4.580000,-56193562949993039910605801357357224149740439642456501345622186159426047571401547788371591975804405346381795793231757230788847482492235072120787233711766675208785727528620448954006541625788189214339900535602483463433435416234668017426066114354323805700096.000000
4.600000,1256402766710816903573203019743827977179374325501118840675790827934141172391876701380123389816044083139827280814048633526327695436538057847557392729609271222436313002534913228129561196001525586192376895952247524081704151169955590614306487343032796799041536.000000
4.620000,-13267008342254701551368014785234652537297240846379820556673401087977177920927322437778897286921513029591048648011565096343133656735134709210394920038315569715300363113468066127174467201074274610885137403524243106735697703502888007950405474876755223701880832.000000
4.640000,33561936849752717620615819680434660782976618385872397754136086342614112982418326931216358398775446176139331849464412088995010538032790937042773732009830211530279876600612415057412357292181950751625618394798287796543395423734372545930344064624648246161047552.000000
4.660000,1535923303701797614594842861101952628879854746720253799925247922176673708522682999534514145804760954071943602820344166820504584751768794369143084336723859878724615034572023192242688515519254594593523402772848339521470112879010016447214058471288967791581855744.000000
4.680000,-32645474806920295767943742912914266694139933284755701744243076805834552207929734834452394226391231195069096925170912758774634965958067803386396688302197643543790051024108267856882134427868412251249012327290213071531866395283562444108442359933467690872569069568.000000
4.700000,332523484661397790950311202604113954762387297464825419170502694526039316842985602527875897050280668003032060716316407673345925667918185411299161124795206779212350390705721559060358255448866522372605409343082988905067455966411472711621092842123112431678000201728.000000
4.720000,-656286499829458772933867664235425362620916766351329648521585934152826988677978650168223954380043095711208606771306665691231679192899685392289703913301131561183085693376519103904362299137410790259695011751562986090706802015063025043523436861565900360500669054976.000000
4.740000,-41763544753816385935261706167525634319802915478924113580514920596032254137410938615433250212598426250678638281921597920785668651179219403484946001427259515390328459870456117084505152727425448397523288012218086943976092400833649955114020856912278510105209048399872.000000
4.760000,846356700808961377201405375875972780861267500542989960797333017842148198279312601317669745693808593167211689729587393821032749966614352099820124125116433436750190360065020628160799569247383443213836153321247470099827659574849084078120923045366856049216804343513088.000000
4.780000,-8308459814094223974668219544604565695341792682679334616940566850671317492244041413890273464410106163368410029448996143267629699543469235032748692956332054871162658865572120458649318009189335063747218134475310116292452959576449699163649971243275892944709704468135936.000000
4.800000,11488827418156908869410549953788535485065339064277071896825665487929038751715218653412223702249256928421864935228875627244533120744957216276067758262586774694263712190736399905537910772277353459464742513324311575272218582144275974393819875775222710129728570517356544.000000
4.820000,1130259876986577255653788834071383018161047478662070788758471508293618521557059542567838085974548828214847948131686397236567695765689260853805479786142835809558837221004541354819619445402171449341696215416680669911564467579438270689738099032076392426518268459496767488.000000
4.840000,-21894536124176878129592407701990262934963443316325927749667131555227446970419000430143283340441832981130245157413914362282903278189549924350241091180963825099263869735427768765733713538950790060805569767823706691668913907980248278627976001884143749784434838821543084032.000000
4.860000,206920593987012972549445139216274492759107812594610661323939225821423269230175193953647602537984050334067460218127167380747376714602313878262861823591950933929530707163931594238475602901303417887394769370277275617229304832660370295951076341099015335544560479232969408512.000000
4.880000,-155529906385355992624458534056602804913399540392093416776425541627743792951924498850894184448850254514743308440394124550529056104078741141956681554152036350893095932009475930459980788770191483697040962792629385608346252490336119926042702084091430638411472912859793457152.000000
4.900000,-30456974683096771786503352805565263174672860969026222168091993619981994122376409435704428681291595863411378832745913000803421984957024935568642301781131788293714700725833399824812500523229384550775158568657293470942502919100847445236746481650569725530733355114122434314240.000000
4.920000,565174686036747966105373856022716744780523250048688724888933675054823432597780759467662368175454269732620187332393722364752165337077810704941947133443835307259940376162826217065946998731527615964676603810672009565651564889918558983796573823084654398352331847707833342623744.000000
4.940000,-5135657883066244324452279841206783387346891957103610096878822067781677255948268125782552420174165007825281360411330449068127735922621117876605363069469613706086621043970829296686666213852028115865231116851459739188749840290409773932994022966783335210417831206045509440503808.000000
4.960000,378373708936639525191889088777157674626155946757623408613436037827015360771881525378740538343389960922021270561519411216654076570001645213501532231465248294121573328332751989852275990948595829160101979939052355133734334067158144510096092382180466667743707137292915078856704.000000
