Time (s),Acceleration (m/s^2)
1.260000,-470859701313852707256538007626935391860092995359563318691421728082106315807129600.000000
1.280000,-16705528740006739658879094027302436458117170969781790327680751363587468882564087808.000000
1.300000,567860791959239350309137996316826031706745996861007709318479583718919979387089584128.000000
1.320000,-6930630297587516001729383797631827203582878398131497509847681497502789132210174689280.000000
1.340000,-52817814832988198872738591542304863571602895011759014488960097934661031677757013098496.000000
1.360000,3844636064598079810268777520548523926342010284648074112955735444345531921763292525101056.000000
1.380000,-69636597070236489664920763820723444392622475864406429487042205127565174384666628621074432.000000
1.400000,173572661996907323449396271699254577108826259965821921820933873466140506022184416261963776.000000
1.420000,22158309449176495723788900177430084778409332175071510952025099376517091907542224967376568320.000000
1.440000,-580672934256078511919709855772213455498864496215621316660698876509801532755800015937453686784.000000
1.460000,5179123582114915728790744524029751356130667072661212774082716126739199063232795177328203268096.000000
1.480000,97557095514741131249299675845148829275797820568364224274352556516894429786791376368973161431040.000000
1.500000,-4209117794897764195230422207344003675685394556210441805914931481279650147501106220331142580535296.000000
1.520000,61202236016815039536775786331782965050868984764127828602401136343685567087270481443192138547331072.000000
1.540000,155316325633781735170074253484517359793281476292601644938240626381890128303532217468026273084211200.000000
1.560000,-26510082757261149438564343173353595122786509893185194452910362154917536701401925647823876252097314816.000000
1.580000,557029234108664898744147386798575919534676821248958521623255760994521466767306450991296637592712249344.000000
1.600000,-3012290207222906162846020598909425432907005909219857018819426188253002627112307728189430282261958230016.000000
1.620000,-138213135477770254208562825132330581348957924946870406097598532128685509185041068719065250290404857741312.000000
1.640000,4328443934321824387421000405585743187433846027483335619164252592425768434798187884425512694478472279490560.000000
1.660000,-48746689132041835400232302722558079948578884192047933690347653390293821734306666831723087989751576818352128.000000
1.680000,-484503035558542224915393211149375142201391299178713857749998956353702794482087701217328228347925289834119168.000000
1.700000,29386420748454190974084592760499289149205203855576920008688054375149172728443306178385085597703807085735575552.000000
1.720000,-499995529873481963066978220519175450895875270677023089661531670551965182465527107425321571160179372939842420736.000000
1.740000,635882298697294296472360704543505210156589570218330322218173749544300378966797566953335291084963038063436496896.000000
1.760000,171294351322744702604692215671678940767870610669257540082978984286934330788464329842992748364771369926222116028416.000000
1.780000,-4199585822481456282001443533401501222300700243494348945207561152446171102188756578510850912857080661419114025189376.000000
1.800000,33479291431036983860049424499585316524638769233018372560415436078795665929484993405750562645630244732337678823981056.000000
1.820000,785747123012185359117082587046911169641908030340375916552169336837676880568615367435792659378013210399173055480856576.000000
1.840000,-30595889907245465703091220549897835661277981852383037176607262011400551841145108189399242699848067355971004884846641152.000000
1.860000,415602332298495441934060700896774996926122462765754869763060241489184258203245077546218107387419154991528504956138029056.000000
1.880000,1744725130762811741938539626235833578289630324378034871166580517339358270752892542942187204884876851387745661684075724800.000000
1.900000,-194394310831167602421611198531529402417654422217488912402633535313825674469377659878971724056232814066811560004203443126272.000000
1.920000,3843582666298748964770851722727308631528471656765100515754637956324808223512821853845698166602989794174955399909460563460096.000000
1.940000,-16752254366694845827102750694563646020437403186511859256258309029097481855624968722364544754457668676020536188657887459934208.000000
1.960000,-1036361475092854635259065297143892436975787377465463198474987493778899516968944752520226635410110994978799366033649365669642240.000000
1.980000,30122945444204054040307356241068680225128299176834433585306220805861498922984601193688557777943680930113064019345370810213728256.000000
2.000000,-311791279325110591022348322920146026658082869793210327432432904290262222244957101424545446014477955867496918850400517887258263552.000000
2.020000,-3945353776176912178980135526271497926703141738588374819750147606162758314017171013221201304579049068135684103003633751823365439488.000000
2.040000,206274511604367949363235345080070166592873892803283491316718636521588718318497637675515204851708273978001061939019314324760164302848.000000
2.060000,-3299880955825173206834620749509544844612647346882577247190618622487135497940622676639300748708323468184437468218667720975281844912128.000000
2.080000,-94902850182483511758038748125556843583295664395492100014654982878735547014131318206664361737342964107485394255652968820148891811840.000000
2.100000,1220629590434693484850731938941285920551530373013993860582962485409145164028187711646896806947422825371411556541286955152403478427467776.000000
2.120000,-28103370860438209756704059539648435103069250423678013124785035364210167474272822872260221056006209090928197093102579796602825303071391744.000000
2.140000,197358019751463496842363196523819579752655006182897054559811455734223775754356830175520851058811868545710552916976068739944442051386408960.000000
2.160000,5817682731147141983878765621905924723431958637297431913705199616964733281100597428469611182313359639187423333533605993189657357359433908224.000000
2.180000,-206809409995636826705409933925377246612659498839526170865493711611252159981751820878198536744673937617087873736182538950572322271370179248128.000000
2.200000,2619823069024591070425708186898576248046745521087889015549119965903604912189436120976453220718437197508052239369336911560371026758817657389056.000000
2.220000,15860512391954181205320903099754203377858294712749059743860201282786193540750036975283285176693034474720767956931797657786651494334898420842496.000000
2.240000,-1330244134237220879571016703033093034202473891979434441319506059299833650403329347776949791933778628028831257827616941605252227477879558332481536.000000
2.260000,24788887206916926097796903259951710065777200278926063325009420367914804972820874402191796120606667770498051472027437832208394537822473915677540352.000000
2.280000,-81005188743718431680727225962717394611825005115270310730907002065935298196659133207680833197613499039041054953975867874255175549536127189694545920.000000
2.300000,-7257587402137887295678441525972191015693276717430815250443011096324645641811673355219914342763764769430419397454178318537699470946302666345143074816.000000
2.320000,196830526770098566937892539047119132168743647726758328140343856637468860337071136797168637421045609073632279609627587760740877719731384387175922532352.000000
2.340000,-1860159449645709015530337372332715569592034685349793841039209104025816753102672418529033448618673690727938929323583364730334155294482352450683501805568.000000
2.360000,-29569227355461913042997985341434574345887681332064656489979805261235867081759731007665904901228813931727067136170346923742499525230146230867847901347840.000000
2.380000,1363938703554009767790165166228997950300167541910346707913324301149164309514406020649170799021646531818070897234030003212656456152418123339261220025794560.000000
2.400000,-20506984558863571153310263382634144041723271332201887059448914535371984006055565987008356180415682723761263791454547172676605472666151103962741450043555840.000000
2.420000,-29421525917816082104694899038592131227267548647307999207247901001270109454263703105999363949644742381663052723726059177556154197714177259579990848858750976.000000
2.440000,8207693329900435520857653125146157180238806089372879181277980490795110255595349022971514083349286554185609072724513195628464897912658574708370248511837437952.000000
2.460000,-177907556741856940535131539420369985923505217964919384953579631010908604843338461268198217465966752546093781926708404185818227515932316117975744078596796317696.000000
2.480000,1077234966100796427922024526283027383971416954241130188929476017235182717332190895372440552863460984741407660304636462301725841159580232329005228800343913005056.000000
2.500000,40522879844482927537993206825227507900272853172478717552869700419717167555603508154236093630404015585850671175451354644950758931499698997127697238689502403231744.000000
2.520000,-1326524365246532068862502050928827627827181188866013558328534092781363828568988964892165917948329137479896981770445349074368660084088136769909144792176277042757632.000000
2.540000,15621003565788426282369809521684870622887487964077083768539347008277617768271107746161480626585785926366308682957063414380290036406881813060679453153635749968478208.000000
2.560000,127478017994983132436202548976105555290786445644491668731352888694890089251897597792634333463231574347356887117365033109094819437089399565486839588087035070462820352.000000
2.580000,-8655134732244337151182754159294540446925257767386471624266020733634069407581732883910310059375247942775443259991495741916434636738152038441701799758506306453754609664.000000
2.600000,152101404874307316619581022800407060483582671783871131486603511724684439422800165603267660747351250168720153124977510199156316989442104157015323080335967683299187359744.000000
2.620000,-322272307473812699610197433068966540349683308274127039010776317335778762300146177256117877692073340000636630206375625200903212098461067471340297999898192427357080387584.000000
2.640000,-48316797787116747008912328064340275174957609730472694657566997519223551747052330745946361271072765173838220704988952406377690047270586186292833895830129837345067736498176.000000
2.660000,1227550274715644894190507978772616638817581415560392983238441122665020190373358115350460121967842990956064057648908633128052815813396889140246598397518185983743917289373696.000000
2.680000,-10494247790750240212714879083949816765349623235322489179480132647303837237922794716044382094601042164450391370084284105816170842783660933528612040748026350362791012118560768.000000
2.700000,-208441360661118071895031530147341362120847773724706692650154802334316283620425376955342658196356552857373002972536353951905019531341185767561499562502335282869775852231458816.000000
2.720000,8625741348978183574280425287240756368960932395678966038377738965299974371281149833048579396287230151407063474470973965441041083201547008596076992922950050869540087139343007744.000000
2.740000,-121718428234134466629686196907437981128618004166124764399205403011676141075545108572489442348532539320558745185158121042784926372060779409610435907162843521519744738235969961984.000000
2.760000,-362033366880494568900836257507351378409934906485296359308298631632857648797430840008495035742180329577110950236683948686685968974846167286432142854970828237424266585297305731072.000000
2.780000,52827281903248581043940087285587590567940793779033319127730028988307239742609870234987121287216447575771413697106574408887864210073650977762169708514246739703596956540295771586560.000000
2.800000,-1079791938800461326936810003019572950179696819629190712696074492955478615090529967957978075897035987251933578636936617413723908625838150659533018819481536930839784365290515586875392.000000
2.820000,5460620647491640073746678550852342736115345952587022475330004244865304333908654996065345533307799700507980164660443722158157527338081057324426977193183342556864572565768282046464000.000000
2.840000,269421652804117205427228465343018621316700374499214727405417360125086471831110656737344881448120344220318510151084309016400309928343244603556519378007905006864642231236118733037502464.000000
2.860000,-8175931054542250751851394438551355021409947170039412213864704062500119146497835765950123842430414324032236743011930296111262282706563477083788218133621598414551349733348164896708100096.000000
2.880000,89088162199246965456530979126354091174055144333855792853763597774558369420031539993680401773705573064667767188118705237241934037263823779306281279804275233845238362604658575220769030144.000000
2.900000,943569305681561480670688732728197339289493853394227907434114788388785684540599970763427863378049390845983297554355770568623515375515393738209225979153288512658185340481100233202934480896.000000
2.920000,-54177344648608609367532535169595555823336953140708190419956968437765349774959409948203748153106468104621843207953840183758407348855609253088576006561976760783990390715870126201507141386240.000000
2.940000,897739494596576928733590827591726993268213091619716566898767891539840590383599105512592801815594828866132122482960477831160676457345992987477474429650970750275767066133530449932207345631232.000000
2.960000,-803087157696896335912555083557915433798280130939792065787965883967797110745072262347273306786812212571963018097537099719124012440757958894182706703157018388755445485763849167975411970211840.000000
2.980000,-309298855536677734923405673969790703232162102364561183393374149141279081731979281918401732718395841124951900423758847291954461549738110126443092563154208559569814864842394647232637175345446912.000000
3.000000,7383504342175952249096457070970179283511883542057022899560489015770072358843824404653712114498436163396937499670289207627626865248899424928741973934633036466107121801514992648030606882731196416.000000
3.020000,-56379484990346362560727866982458858607143469016635605019536320419498770146308740509222608079007130974455996891796448661087276995524013226551046851020212105448273761763473773379754488683328176128.000000
3.040000,-1401604487105840564504678721133034398738155512200003178526699108402725032759408329353723938101464777611914381805820275255493650965387251816227342412633841713103110698440607323582481240689813225472.000000
3.060000,52688188462036434649135113862843247361413560116421398592365764837113542450294604602778798936356051495631934086904947280618457107611692346272441047868915731701153772216708493463218604805299390906368.000000
3.080000,-696218885863509380289491447889616693668059893821382621177142252082898587576264229851954440383256967485660770489057744105595193141739803555578647258176874203010191507596119729590225583063287338106880.000000
3.100000,-3259753266238994631944109386891974789329499422931469858689648300805652654558258362183715476851467904225509441004911244413141584335484361858471559049105914758093219600654728058523670870519057045520384.000000
3.120000,328525867027995979648812792349565037830790314561166060956797825546235335354488592099795828689324068106677382230980582900430623316027932072397262417939755775289361747175722554774993205149021952328859648.000000
3.140000,-6338364445169458770289609458143139820639090136927611539020932241892485733561144346262489269496943348285269610610139751313064520970363131006543606823367701552409527811589693171509955658210624220921069568.000000
3.160000,25463295743134981204288202106406178510474983050441306272790860013925028904424157272415650382053728170332909456465124354663252034298331204549138969829834354332421177174213611495261841989989230712341921792.000000
3.180000,1726520141468224076983624859060185766071882251518155295502976069109227087887591844645039401471998784682249180170618881553533430811667918624437802842474259584722561343154586721160868893727577043548946563072.000000
3.200000,-48823492274627682659501694994577999642187303474586072127228409085898076401509110852646437832382335893001780393381250142671426589256948917101101465587612061324190561559468448841615761138776123931734002630656.000000
3.220000,489236908714625667155864618816332898516320587922070397922014300502339078464656467433146015312626479119035275897761091008033393436630741884574733960107693475531720734916508066782550858367448520086340325343232.000000
3.240000,6579485780844691441924898463920058972967957820944901570386890848675397541518917349113993136975646531079748764909868261662275821291763773298175873384854161039217986520862275739762261139455327240740712539488256.000000
3.260000,-328841712559741257868417283585564104607036917124428645796466930260889229319450811559803324476609308869305599950743135322454438444601452226896593051370079634738338208203450139728894142475135463103191219005554688.000000
3.280000,5133963614238768273298697226305457846250974634916837556505010856524540829446768482527871667273403353450608365879564494677998338347444739504607403504479300752842816518805274888125979453059687951040667487748227072.000000
3.300000,2176139801587512861156174600605892310733603813886660636390315854620064019045127941884891551949668026108087926435301817778210333687071589511368451099490247889991089187716027834092874358273048494581002481006804992.000000
3.320000,-1918710594738198565334480413974941826295253693468757530709408797080857233947508471051480809204676592642495558742108415313011588579366594292330043611247191666529138521430325729150263323414445460276233548908548063232.000000
3.340000,43132627551538509853361482281355157801175854043445049093876764674407351456578135505248625962507466172409045640911872320100319847252184581331494989806520313170861031323813302687787600261486623442194809015545897156608.000000
3.360000,-289101223893343296834651838117389303968319771449769760726966520303903050118900533147505621685221412747603139974306778368172250055543185671234049852267719403736345006912549074116942542651212186200359504868966725058560.000000
3.380000,-9077145028647955600323753622348748869820552210020156864190222585771986759402334312653689955952976669954056951165683176074828198401596727667618326717982435468433919623200699912461320492351478057427540893627494768312320.000000
3.400000,312936782549914912989741529906771493365931525437825522751387013658985604400234202219678856354840158026544473643455741913123845824908758368565347845607678955566708780137648646543734926212504416503025609139849176215977984.000000
3.420000,-3860035447693201075262546248282593657354807578899463465646617542123372477016556843447220435919245395260821891970297867647300149562573255941284935284317148805406759098463968278057475384956665165542484016229096407380787200.000000
3.440000,-25483701029813906375435707858365766636529570896337663399935587838279266239732103162298222119252979140185251400453064196872481904967621379524557101065814791375047612730637303313722028839311111161139185105907022147402858496.000000
3.460000,1986912007820424008491969442474418302004922315441562548199663759066267605815261166962641511746336266118661869839229554186566522072735400229287448114413341973390691595596806094781662480821029701391542734102138320841412182016.000000
3.480000,-36197663578953607242768173479862623627453665100744675947066398204319702188435662223496919321835183825869298052345861441890974326133481703200604408521326254458501248193106728163139614605047492682952537644944601020641172258816.000000
3.500000,105831641566233131818806999957322023538067816510853289586669451208139376068076284341274129662063816894709106342711697097208187795808802639271027888592534773801831782256412909937977162872587755469930801956913948789748499742720.000000
3.520000,10737306313075409258643457378160839213236846848079927378669075455592946313396089565883004668810645883811749728541276240879585388027867061980203531129557889819770086203400909352006324840932940610835954918468742442897384878899200.000000
3.540000,-284106889212570385323881604528519367903434272448781332691353579713342964720222375937409458780435113466391800076583034155157480717713328974974258713927179529116607947960566538808907998002133874370324207566519612584044835360473088.000000
3.560000,2596941083843058261199945837842127370758392052632850065295743937564527093052426294949961753360067757438523647576503145888213423535762086525113047931588068065327774600956967560861771029597492434312306029331081364158098212609064960.000000
3.580000,43835647439857963768370422553755284689089451690981745932874866272684394399251911284454077521901913615980460835827459684203756115721240786743892699542117433856332172109808138679885080067109811005156469501980938154120327245345062912.000000
3.600000,-1946208203377667097560234842345015545110152734820641254919722100832613127687988569749240435130450418564473084284449335378077970712403564007118347340018682246980844135555832110681686773115022113753735296621112021432865173560860082176.000000
3.620000,28587638279373484015607586090021793160392990375814742082440749532377973337562591944245901359393086623354213668669089797614150476159554981390432082328626961941974352590112536337924984161478079997499830678587005259103234843287576641536.000000
3.640000,53148952547037880279673673133500080969903287421892539308290696179492570877996052441095210489204216055048199613481620839021482305038521491951768679259217495101097542489135602604752633900039822746845355264236030459297399151917635993600.000000
3.660000,-11598512833060491520538618214810930140830770674086584459677685195387575069510542493930222833651126792340981480205051308084833997059543233761107658342300582950226416139989462945525129678498919070532265081871603002013483948120917139259392.000000
3.680000,245925805307969650448182915818285925587522753447708815113774850214231722942645621667469298368087880280922197997111498512335832865003945183074991827741881893959058969808885766627297075939100746784047978534527202074994441120863561768239104.000000
3.700000,-1411751687667675537577836830663389060849383436960291931568650366434446396965939678306387002282160308625506246620149341743436991080914672354639972082477585596795592545657352514628276161026877603650526102900355681293609405276696174489763840.000000
3.720000,-57009492402628015269562076817364154047673904841305535655854827217427424858102493740217472872746944704841187096271186487518798836992099554299377423787108688867071611939784315241495898805694922699013153223160930895960781589309841587923058688.000000
3.740000,1815935074526185100653077008763843615652226943128530127366887273642150473275198122427712660340217674682946352035366119552052682909224408242585013302277820012920819310293734748559928093928516884707264793661115130348394355715734554100855996416.000000
3.760000,-20822216755682445394175288462375254210430193319230169253734413221001304463526076115067573328790299099027871730003477641317573270010153581120108480566480323544045284550508460301152729348531612292171009699913040626192867003793789662405366644736.000000
3.780000,-183076045538916677607807337438929448057892687388952422141285068386774496489484062684210182955309468413133625171005936257292417807773045014716044093776578041619550118073803492487773629560359989846275089603649401233043313387621695730689878523904.000000
3.800000,11741519949666566589566355032555535403912835365647667640304326871340723055645132440813550694703987899656834085955393380427383108770972066375054567131272137454105500328522932501479299741716511607480649067041490685284087764109423230758105772982272.000000
3.820000,-201957999189494266992463581699397119409492226289943998677500917961433550888972368086116914420734785823586783670630848500190396498302312809629130953826494320640563204426264914838681917067780213771483433668587794706246404827501467507304177726390272.000000
3.840000,356022013939884423901345338985581683357116362312531174437423619127886938713088363111651315571409841338750621950030586259803891330290260985132374603592078512840246701635633662467187157128336564247140833815752265252728164997324678151580589729251328.000000
3.860000,65130336586067004199079914030660766035610096176128439131073950453966005028570438124966838507522429778341354291514209397714003840562484547134660953694830146511376933253209197363972886102549472933723942827563564806673542021910985531992405689168297984.000000
3.880000,-1617665262399005774347101499350058901764529555142894947690417145438324959706491301608359890629019366451888861919175773625394816719903186306145331868117244864770002805346111187405626284428598485524869872100355633497856746125156606098249707521839202304.000000
3.900000,13345643711481719303872761565009223909739046113432918400442483776829112432907683323090801522408207493682393742766623015327335732506026537081403672559192078456521144652228923643735451421848443287404852065756252795060079280539528738099852185514912251904.000000
3.920000,281702306554290954702842612445299760834073490042209307309538654064064135014128932437123639415312455275941535188305037486752160831905323327504012338095389448858406917566588959881408677036187080997832988302847581795519508086876740871153732364490642554880.000000
3.940000,-11276692116871324764744753326020263305223033519452514046675007973969181045345178807069058269009349948278062571456343093651416289833253520879858598546367600452649526241319313998284375154224811358050541738534954575423363683169439548850175555282589202776064.000000
3.960000,155525374438694377175155391315990745827968100569057142195883323224266158650216538423914621965463493524335105999674166924806107775062750799165915998555203252321823646535511043305690355655270157590617907572194302771263496067203585429506200965283555290644480.000000
3.980000,534915209302316789577711727691459129570366345021614657336224793487268290333921364709933813473508612875396976587608207665778911521303666436330490283520116438568020542651287236618751124446137176080545801851075833039193099315134025903842147264734120164458496.000000
4.000000,-68602449396098145035228186037418575686388494575877826016086761628566667986589192327524691568178180368003721359774618113629390470114311912864941108926901037554704729128833508468310952686863772175302479676889371661044367982229026451994561216306061403398078464.000000
4.020000,1373409227825971476493936781348607754359179786196334712298298818048099131285270052918430037683421388690442670619199210504059258619982485021403759443049309437236719775928526272673313374743422269641333352021105641424130490050847644230013402859264958306835234816.000000
4.040000,-6510886370525110760008934915412994773959175406490304033012004197801552155088353263890333343483184370890663868312410980643142133614581406560313977670684082074342214261003272954337654560694174744037833384607902664940959339953812479908922494227020420046192115712.000000
4.060000,-349005034219933218012003964431641361006689658702184832689813948579885650920364973351372205035863011120956522626930648571782978002416259332258572505952958205912520061779126618765327048177213368837043318497464503780302528657080448191123872959780127559752945238016.000000
4.080000,10331667106833432305766140855008304135533450604730911730695717499577045349526043781755101802584762080345052767292034453960981188112690613545171064854765841322056726987350746572295872946390407406156319718307519859523829252651332809965668498156158782989156174790656.000000
4.100000,-109534611348087780931019788059316093219193135574856836319138584192238023756700117574711999275469013490588994284541980413973565341337253316864698641802286219159332674393803243414204088302463067912309846309540373043173809148760932051925278018302573968635612811493376.000000
4.120000,-1241386757036217648317795817206747679440367146056596635860445864475522801729027380362767123385447009347229218077974451756298555309637468079582062404868361014042525432792993186741117942114171535854569959275042915012970448575783695232892497341117504962350725503909888.000000
4.140000,68034148674522608147066361564769529498361671046066265712147002699577921611266214108164861873417133254670863985912967488105916449243792233045213013945948913162999074510892434943310824792671358149007302014556374384771933405195006140658101843540509530415178841851953152.000000
4.160000,-1104122723945070217905469239300105198781363093575251237421291928198353954450206541153394715305184304483035596645911263432791733045276272830155939694874370890613539972387553746006554896263456093481267855818446384058396972198408123508411034997318217379039166259678674944.000000
4.180000,573094911319997960787728899859898586278805657746979065115797433355834497424994984723744514098060006557632601648439796024873546829846371424534801934717294838378881928528457011336754117373829473630155384648329717877579191598891238924108840835400807851139187707324923904.000000
4.200000,386794238320491620576480394884153546080887178823753936169304583581194133490552908846658934916994196828711780859891687379780101405414510048395076435587968227882138742823475146835881180790810285696078674929547857264571136448532933138190368914299891192966037660354459205632.000000
4.220000,-9040142186528757196748469262326656698485558212751964897888454183881038644682371792819786895859078767473301518827487211214336030890354537702971249098921467707351123602936946853078282447548001749835322260930925560620443952249442204612465591705495510798854101500831998148608.000000
4.240000,66365617141067524201470968632024970478814693214515535522672755288334459397629359562842858194683129746612130844191062999479089872653625144400048734502642411071927444459699901059999390406378686852705003699972980060509938117094476792228020275987510552921082259390986568335360.000000
4.260000,1757844298725196120395538155376010260305022965245463019772614883577263843598423376054192487099487285529055795936434918268025267305834122418829852313466803211952010472035335852081947860892038252216568660455139269383350630504903769454734140803046737859114292312190999238541312.000000
4.280000,-64162816958200302037331791942772877492438057142727448221221143988926542886114357286357218361063236700175774518770514382571262273892392903099832539142460989010665525661029923238835041264053165323310034181555848502906097633860495387103349244743979400712308395344945461577383936.000000
4.300000,828567915459589953568638587712762561304531952640922776618887633656908112090404479140412172550136693063100720534399426594218907850794342493105203535347401916656437409289815916678233091312362220137495982846853510318571227754981758634092881988213665791388371061594272859452080128.000000
4.320000,4309017374271719501366222856553478841266359094367488191114802367707735323468166142401728884330124810225152095448048585817631704773510200810750760518326203201610537464747965993917710721730832739590447830432494662997956679653194805600638411990616790765202658294104186714194968576.000000
4.340000,-398269786269928431937832827501519506831336397031853599292433245427839694779358165211799482904667325101252693965478936004714122193267312952836000809504971596577780371815925559038375892504762395890660423678994517030592907458486474469230146591109837720479443660885757119079794081792.000000
4.360000,7532368531860829011775967544883385963413242279228722394613942395678659143466199101316212319391571547075592133698136274875481203013532764667344483979271366133705236702383632026761167501315003015373785710721870520105217116233407539180444772203586391867063016124126766451035274739712.000000
4.380000,-27816846757797493307990024239954681558825498931727906442815878962635975524619035327603311025311934667552319565583299740770887618125017862424407317777885653098478904457566149196353058436869487813366867687440889545465118697009105566264091981135453764441026841756822584268149682601984.000000
4.400000,-2090663974173240548229227562627929292691786996092011095729389281168885293596281302792560685758641943541183869979661042842449027385704190054617430526349868233220296702063797585156269018790187219471760264499418751755726077121339718832905944447261261473254899759513189253395346997903360.000000
4.420000,57785418879681899128963418230866592534182845988754432205750067026461874082843196673965626862408382643815211961301353986056054202972774842253763818764335461598825578098283291350724837255144699306527378360014617579541546571886320849366999732740398582502189493459115870578098244778196992.000000
4.440000,-562538632238172102978111435077850230146735565845346310867725289568378182908679254531073993588306903600595771044174007005057862341108499483471312560275470174189415106607424763950610258313849787465221271816309806806716210838349979880788087579014051303671124373752244843501085844194721792.000000
4.460000,-8065568472949152852580053109603882420679475426769410156694063715085413901421177915735192136756456952602757785269073785656327478078585060898840104804185017640644759896902814897498517927715885630124074795039887459959487830434037928250917387286097073577723840317333844167085415003016134656.000000
4.480000,387569509124975089758070119907438306241582040211802951464621324673942133197048787551113598656086174624854242583336236519152100709662849246451418142887855494778105241571133661620402005361462547027251841299413959052400346672317408071575763096528681077676071602556180908076383516369251991552.000000
4.500000,-5927686942389684273358002785113696479499706854646910491786406806170558244429142096459320663933567218481479752371486330335625151442333512043255814406115012589198114529836814037549150188566362344874838379450959489557864733350423489279874296932283583598956687594120174871920703480696282284032.000000
4.520000,-4900085671992595353111256262394102834385793986289509705100394808835312781774395234866106017269350787185513617751644715629044731031171549872916632429759703330905387457208990770779080485324265641164586276220825938452502296494876854328283016875677520271898651851751153491875746301206675324928.000000
4.540000,2255570586125747730743163098050907396161913415169408266944347582170088701911248472407398656078366785581553959147514067891917471743490328717124903516903584382222931997555367660084235136841560669239045346048854026051998920502797096921913789665637963467144644454182536391997893478574225339973632.000000
4.560000,-49698328822998637668952020444360467760542741377064630475076059839608153603481371995359659928154669346382091169100418796753297867602373864062514541331942735752773068940093730941504851294175131550317929624564865875570335951847687904473120586299870160545051475367606874621967794387184179746963456.000000
4.580000,318430983265248330798392277247022282480003150093876310887272671094508647091602169766854783266858179879338657040867266258943990551236583863933381197410463100954350525156087612406393352860544438101482353087105952427225405647356459495403003417497104974822880282266036836716180769465448271836086272.000000
4.600000,10703469900082251115945206621426199872173429456281245177152085558477347750245743062057525082770717199861351898188468421671684517892597427807319508482922234833305922859054297896532163686963582496298143070979705857371160425962073405635581530151053090297258336223574798013300681762532551491655303168.000000
4.620000,-359341881206274721956435465364034407885103718774581768403871759709355819662504653366916497708142500635080359826822132039233804682114283969288602772025223545595823793114510941501517250531662022804357455069249504605454375518327347425615272132934215714856295527106485554866388896087664647312609640448.000000
4.640000,4329216273325881644440326343621964872335378798164777489133006069813648728080547409738819344211268201273577923047194994245320274643394296877934377142291742214287396523414768700426262801570799051003600992360434610464740196807589556488093422637320600991050992059702357535841223482545619257079158013952.000000
