Time (s),Acceleration (m/s^2)
1.340000,-113089848413371157109296733929800013828088218975734296621124419584.000000
1.360000,1775947622699581498669765964943551173057686339007614563195107147776.000000
1.380000,-13473309482632055377069581466703676730226733371652624087415915544576.000000
1.400000,15799357904161848945326805929287516363485895276621608625817260130304.000000
1.420000,1052704129215910019483955392018036287354076823251372692074982012878848.000000
1.440000,-15768870371383796485102465168420864879606672184368743176271088240820224.000000
1.460000,115034859857743595921217198452162783539316973790916474778058862981283840.000000
1.480000,-80129305563606530037868844936271788066688071643712392890155769551388672.000000
1.500000,-9699655262784201704511114815654433854507505611427216815697903575726292992.000000
1.520000,138927128897460898247223937957340516861006937445853687454726124401267310592.000000
1.540000,-973507355038298536763340992795128299498300342221695629578806599763881885696.000000
1.560000,182490017951967356130289624415639597843851364337044761925237939965442129920.000000
1.580000,88553609472032037495106662023284135047112023706455726096752007192452632936448.000000
1.600000,-1215257136507819997570712857334461933547912683720050928747073177986836555890688.000000
1.620000,8169102318708891551935763164784906628332745296224597162138862192337463569022976.000000
1.640000,2945134327337414761996264644034925866229143836601821358675566522853403530362880.000000
1.660000,-801722076930702006183876289603207197544886227962897161709387864491371267390177280.000000
1.680000,10560389443990296267179811853167490524959155433296506886321397605446255137293074432.000000
1.700000,-67990975249986038003415496997275782571318040073572579297546953144580402668122406912.000000
1.720000,-64889569141204465667517018377476165380880384604221146757338956989446109473504493568.000000
1.740000,7203171782936106280129597991162282852436641211169230175423841339452018033432270471168.000000
1.760000,-91205964609656193258773318621795894019649565049744027333043416119555930231254674309120.000000
1.780000,561352729761041754506789106758581145108176052861996227881267983277312600129057236975616.000000
1.800000,899679330080831843169901819156193491912081329945655007863746749422383931257674327392256.000000
1.820000,-64265430993997287653655803379387835657827790782378304707122814193799417641522952444837888.000000
1.840000,783194751554256735413196356294564380822362744520957868294460237005642042924265006241415168.000000
1.860000,-4597736103311587197662960849978783062432537303226046572634050485461868545851554227290112000.000000
1.880000,-10648640196538931860364070013953465932328282910105696486933808591385448427775968148547698688.000000
1.900000,569665897372650471355611476987084033932494227954667369413587689127669666467528556780399362048.000000
1.920000,-6689081518375165641011309298915580490783313005080850847550576538331553534110716843461063999488.000000
1.940000,37354279853168987278142639763478629011269910413316268587968065785667714914668501452578510340096.000000
1.960000,116089221431216373586693563480564363244103188283685035399541648327775066447900818419737201475584.000000
1.980000,-5019466091097500130876822689242073072793076213415315674871770846354239387304217516091032421269504.000000
2.000000,56838061516896902643692119314030475904290503468050265631447500986761766896340143180986536926642176.000000
2.020000,-300976895149868736976686224975605620559730028578921263895941702333284275421455261669103058024398848.000000
2.040000,-1202365621425908610460533316720996309826551207127866968988710799265531662772234925544482248920662016.000000
2.060000,43981430207848520449377885832605270790045887537792979700041937314335414047516387422478767537476599808.000000
2.080000,-480613148116429884635859164069502807816611878914723381988744971463966062115989995291842894881259257856.000000
2.100000,2404176234598644020708092938931539341728571582984056701001600841951675830619546501923906230845010083840.000000
2.120000,12019439648590563462394268143971574850055879785636177535816575311170143800780804410266648058540058476544.000000
2.140000,-383366502437563029298909977496609204962803475940010642562054016556479174861719369704506024462591880855552.000000
2.160000,4045080651779952835049791834798550471659526050869095647305773057730933370576779399277229522915263917326336.000000
2.180000,-19028566172782630159807442599036680905121396467946889019692947681632571959150643253366935380970578544427008.000000
2.200000,-117037066909980439226461599632194255720810559760147543822069818128596171805518044797658737301674995038027776.000000
2.220000,3325308925051062582644459887380966033760612234590397593996311177236961274835210866944717060575650426166181888.000000
2.240000,-33893086269849391985674916369182881051837891790382452037812857829310004554481371332189996720761903909173198848.000000
2.260000,149114856453486324667630399333621015947976245113539245559886758412304637287468931296216442536032871739673280512.000000
2.280000,1116582000048608962949688834243644498539192537940361570779123975041414575096741909639126429405776369552088629248.000000
2.300000,-28710911563753690233079739078868127327176630596184617689649300743167097044427268691067691459217261889530307280896.000000
2.320000,282755972270185063074791981832901165647027797374786654457506673643053930871022963458753310524457728546070941663232.000000
2.340000,-1155714814006317084061209257744995898120613102495466363313185479872142239114457544281450766382049217985133575929856.000000
2.360000,-10478665098626182041268154902233226102360754704491148855934841619859410371849339612172495341784078771117200643194880.000000
2.380000,246813800202285415182930859201403944319728223117356322412340954855996391155409285265796064120446515479037656657035264.000000
2.400000,-2348992791020615853573884174994737510842934275274868121386639406174400570612916203368101798443283255434558619636465664.000000
2.420000,8846241334706927790220104570140340219194478997449335912336608774999833928350164493228955632491098551291196713358852096.000000
2.440000,97005024895268103130672730079369987022902277622903953054191437053032479172340302702900251806356682195264108299343101952.000000
2.460000,-2112990953249797464694255663683395117032171453012038622074321926315469844472491452147805308205302064866837723661803192320.000000
2.480000,19434000679311540220364346598075575158362774037698862509546729820269947286409668032771132267910150366225850210353393172480.000000
2.500000,-66735362102539496211031945076648826921096709333547072287025527304122652833214502983274825607326810138974933300759343661056.000000
2.520000,-887690197473702643196722019054669081623925870437006145503323835949520589141769871507903406033985867324200755505330131042304.000000
2.540000,18018525193014595470670172280493186643383941553873980234737475855276855931809245200673044891553959864195341564487889873534976.000000
2.560000,-160134243136580975981254272886504119586190662477041171882978982919829345857411428945065724369081733208205020082875432555249664.000000
2.580000,494736427418940922174317076914993191065265229888813123440567189218324904831075877508310949524740875106756082807864675193061376.000000
2.600000,8042638909742687132274358784613003554410707105057601238173664275461542408743734879663840441816776258695766554233063633147920384.000000
2.620000,-153077912076608590919506590306810574143949737733629186682350678529134169933372903329708455883030426103923894015222884795596931072.000000
2.640000,1314220465164353340816945058084719557210228318302165020618709188523266771769783542101092105625095059779129658152231622464732397568.000000
2.660000,-3588742045368414917835103105032766992784737414734289180607638046335025362235455006573049954572149669254823527182275589117768105984.000000
2.680000,-72234746936004776234064014609156861638042763147762216260719779616022015722420742081563758762780695645844165619559077499305971417088.000000
2.700000,1295828195733761426038565889023924108978759815972627818475649708315229350368492880014803486150968878974267321153694565442743049388032.000000
2.720000,-10742975106807255115154992785674743892991665003088442241154612421709642042278426735663594241011001761716344792729213496676443047854080.000000
2.740000,25302891952480956484824604526491153554396456444626926322051142872542732978355300760068957652651624635794565631536854036681258828824576.000000
2.760000,643777572226094410596847754193643820563857128789866225693150654605852336333853148656664051269619897005739695780228914552781673955590144.000000
2.780000,-10931666043477415388966348751818458300779719253076266104010314607770271786913690975645926606367963292470608257213798693414858450440028160.000000
2.800000,87468793961100574406529598514791074590522137475447050547999685481091296022636549407279515545665681371311605824111548630289752988000976896.000000
2.820000,-171504856916887760444630575904727138745541961019554212187082855549162843119929782108302390049981712897521983367742460627382913144950095872.000000
2.840000,-5697948339714034128282722864573099730390644333811509246741763324847019856657099645068288394983168790492523090901131436668528564624087318528.000000
2.860000,91914702132197004700583249322613042847671982036853717875332210451346942650236945175417771953137098709911614285535289415338763924496608919552.000000
2.880000,-709321264881683809939801340652417519214802301877577175328842633873853985554860386707505691400950782769289526536014844985825118260577974616064.000000
2.900000,1095285698857368921626109091532909614276078266702711225762823747337038066897403409147724143153997789944094792430874526367789120312043708088320.000000
2.920000,50116837604177547666458872028484772239129422551571752544976516317081751464023232643830980966664426086726963957653449554091631751201392380870656.000000
2.940000,-770358401847820876379692403341272689355412381770306504783940700430658348659902331166756732678190966505629228769337519056507198979349913916145664.000000
2.960000,5728904436961762109031704173226576693579329807115725678857385100341059419389843679022052240564636185444320589620741707371002813672158127108128768.000000
2.980000,-6313213391038518241495740378016304240953602822698449041415174966150233685454580373088937791430028897399163317684276089011988155784911229959536640.000000
3.000000,-438301804194219401653511597696120610040837148324546761625619141470278808698290042941928717008537167970280317563120832124596473290456636494113144832.000000
3.020000,6436558981246976107652887380224113168321696338121779815510526115444883618741358915009399436815444177340809185820289536292152395880689883150051966976.000000
3.040000,-46079081265122457943443408543593983080698996400134546211058305194778346235501807165806822050108854926400716859353297268205909876972489308904527757312.000000
3.060000,29043199219173042306308841884727716864725158962668856213172353548760719819372392306565619676634864118047613688228316079257072265284608492837061787648.000000
3.080000,3813219241127527527428051953488926527429218219535954604727528914055647183157875979638423985375484534546564669261687265001382816310673763967143432421376.000000
3.100000,-53617486441248627051356738345390306914536404221732134477044547121399416167235692862990376383896246408114029442896528024051351699183982209991835874492416.000000
3.120000,369054506585861905731836814069966768586485396555454723995614126679748063513602868730868967716323784373200898629970984495310186010467544163211775865520128.000000
3.140000,-45839360708593132880973520514997706318617892911066912263104817048302862462593247481421722279554124904109934406982323950901029452304511733964928442171392.000000
3.160000,-33015179387418110825102515932562206423057578433604285214416186252899010048944370568190661953264882128012602906903877212042672845825403109495945588719484928.000000
3.180000,445332866834416114428556648664592545608694641803617100002772457701060858394715144526449652734004981623415763411298438420655316258659751421938478260158464000.000000
3.200000,-2942839184294472711426695580958288156580627887139469767485727226637248742039252306087579686128828034253814342168605264688129881457002688227353337023476793344.000000
3.220000,-1242006723052015742943567343333087768379315281446924770964187345747623530841360567093550701517083245052760181627028630344083706881638214865770763127814619136.000000
3.240000,284569920470575403894254498077447011018349222353648820127919996943081592937355777507691878640843279461374665547453746327899506347800830773922195647924396883968.000000
3.260000,-3688229408405204816592602420325723104862733749284777100721228091111634658337010202422530710046995387119465770977780212726182145432618454833791741485639918419968.000000
3.280000,23358672053350712350719872150553227862724678384644180086093590106529277804891102956817210459164954417388168322426178644176324741912574602710163646999655327203328.000000
3.300000,23720635077039752458095240056680822975763313128562468435920931346784478836126838986334535823247267490925350938082066638156645958784874719090989362107570924290048.000000
3.320000,-2442574454576191483889937864113899981838779312517845793683699134295186386313811046705887348974305396059224373547559732486428598683309848824595391223796018089820160.000000
3.340000,30460073164699167116912687999761950259292875446322904910300907425326178879113032695455467426550921599880259059089703904907060200510806962892945861312817160916041728.000000
3.360000,-184514151947379827313358241297134568633527051031776165223612012958642567244225700983850343762737282287181635562441872747953637625668253282630426961117800890447691776.000000
3.380000,-307177581445480296847163756014398016537560944970598495991505568368259273571167497793748663809651209417784655573195488011088121817484664440141118620086457981831479296.000000
3.400000,20883510214279874516412451778498535625103838851499744171634963118632354008537696987250527043268151159209762346537157393694704888633251446528674042114732748423378763776.000000
3.420000,-250867618977268785413231377554463586396900924210103584051428235876643533502729096344409359150786815690418097663300062864585625800724455577560482952623668876160052232192.000000
3.440000,1450036455898624254742614679419622918876358611076534102543256669907554071854814132134042440671722185650488663543386961069546620555638495518948127067836185920160355319808.000000
3.460000,3452080096172326212588232076582783916692414849735503536229160194679903189449266860403766278217681204303153827112233301223920100161544534516946330413278786522209199325184.000000
3.480000,-177891601339188468598950410775592511447148220139947151471054921650066756241934999123633874433380125998659404207380266984626958101324648021726874776454723513367278341062656.000000
3.500000,2060514684013702814780989668227683888413560383590090642207035263247450814529036509915828291332604334792218073481047548827417074643798243912500667737210941464502083646390272.000000
3.520000,-11332639196171759186640317235718509588861298427804711133435345378906912614932908990389375813046636105898137880081880894171159540704480925619456209267339091000893135740993536.000000
3.540000,-36000899554509134364814334217797216351918371598754760498016697853245202822260696722792198525765165867583584741659181135678868144091819438305576876927536564346234198214836224.000000
3.560000,1510049422942368330748270684374488732540311562816620143691375342661786274390233033703731297403124381928062278408769875812468784794704069273200637195223421041478073350294077440.000000
3.580000,-16878626457785847119789085656990536839039969071093519498846319076818258955947127248118382809945672163456371982362351460188663184575649967050070990351361881134755586768342351872.000000
3.600000,88040083201404649155010715423633808879106860156382460494257226836563276178242934072402473559641097744022042264743378117391024626570367013755842957073947845592075388835493576704.000000
3.620000,358353930335510773549561224303199200431147953144201307541620021918281302040005517521127015319467700613245396847746576923009676908603069348280747944126128412260693089056005816320.000000
3.640000,-12775796971812001427393052497659698586491144972562661388837124200369220015596435573801275493874238602946681969469155587253958469997712164646137924376312879107017952458000352411648.000000
3.660000,137891561216622051184671375140646784232178092559549011868934773233185442578166303687315750938064159862078453266279495033823440020983906348335927025003311459979655400464597888532480.000000
3.680000,-679468279711450853813924064124396983142192180425038570067679927886354728585463772531270397798353801779283431634094475148679386322669435775206184585260279392572084475554641496506368.000000
3.700000,-3454517115028200500103998448254444980875103909694781210978555547635885172907776513759692503563500118063450926986653373230329575054556707638978861553656231402163086714840745366257664.000000
3.720000,107749320496165187360626967529121410147681808103778701517247000403427095486822190975771173860250625140609747507067510996020124590966866901882852781769779859144121448539959582154293248.000000
3.740000,-1123524216687011160219492981792175285554936340723126836447600426014508359407057558002005059025426931110976098277101024108697560429246641938587564932886164528644378199588614589101637632.000000
3.760000,5205605266449316948738564927624572841194474825555023490318810492116976125240327492244315101118359976384150084364812866156630593957793062867570075769860781965333069886056164597816098816.000000
3.780000,32525809815658192796769514609347007400376837796089127516151042755893521120019271722653663081802957864494295412013969795242355088644835646294235391992329463104768445221578292880167927808.000000
3.800000,-906007336233880054579008728320895902728035060879536370988464028698645416868104063874727785698192570238115911246638503228624273986418297957808942646716851816048194309157328129261339410432.000000
3.820000,9130031522782182096718253665696180383659983836444997380829722488160912477429235081656814478670404141280286033883963403429486775689333336971400349760327335623087223567282887165763267854336.000000
3.840000,-39552090028693331352164866107413747111237857353614545581946974255311286418630851472658378148122494456635146247242353777593051713815216853158130391868573396956500174126559441263472653893632.000000
3.860000,-300733247239185790812329198463750325111476196345340561522692714414414086046980264615844802629341763805429422062412273488247402496519364148540999993144066760282453822118443673577611031740416.000000
3.880000,7596153962758580669836778076650110358550979873338814055111617222074013782588565230410698278354599653172588087131070385070105566911707017312643944224183935624953190809257259583231660572803072.000000
3.900000,-73995270034341857603869845671314847560044003600301497975120945108734521692898677445577641921568189467831842082863802713689136180137678470729747101439763001676866581463043564521815649787314176.000000
3.920000,297660879220006153452649902345479908879304179711222934249134011063164063089216288458292979761780277761784867224429918145951252844438686292863625804802614673324240549863191720569982519288528896.000000
3.940000,2740531182794123545281903984583031603414322356341301744115817368736053726080458326270005966903739412266482226167563221782027641436859520206130273876904333587064233303619354839094989048996954112.000000
3.960000,-63511004213618640563034982167370720310480897781316813853523404085215532071919390173227893879375430841645572258958273309667449165445206419862398081461232529057295091655838845354717607144422637568.000000
3.980000,598094568314558721027606399477541533487894898449966269424046419981013664847458388792131439029395768710231338050695528553650039827215542570890337660026237364919590221562626482860584872489789685760.000000
4.000000,-2215183677208722366267008711869149200399606916160068814664956466667489245051331366805327402953964518560272566925513777489324984046180760300840162180141810527856328718738773687862176376123983659008.000000
4.020000,-24678171484427133887030629002040044335000697765624391950522834943424931413674883274267176568646461811868093055309692951185715361654387062419719232113972546614475178539904997675428576407469474971648.000000
4.040000,529590762500121323177907382230147482099228854541179895423890519408793866216145027342672709203195368651075591767890447699630271233291060963267748643940161588932744298642452598712863553815018934894592.000000
4.060000,-4821228226595649340182481845879152329159764847317163092995870873707714878609852861814904955990295901723778157396057208298771540077665608665625395579511834491099127087649997456122547979068549992808448.000000
4.080000,16265104942227245646634078750890966208044663375771656889453934032889525237461867395883946905805095709205597122477935159545219913339010388901435666936654764457732324019367538906507550373397839751413760.000000
4.100000,220010370741137436083370659940723363027800443240630688448318792215972771864391639979468579393333984687250331288282493762086010118732672216225421936537284330724282985760907198195053399411071909133025280.000000
4.120000,-4404598250266340228860222397458303226164313328536100503140994826250777721050991685114083598852887823359342609378054183146306693719324262357153412967050770640010433403130373469865867150209858311171342336.000000
4.140000,38757000195044973468482828946502931580939313329268323355438206137780453507230332703910266595527994266627060324238647846110596381266925823118279880275546991789683972358401926938467582701027715605430534144.000000
4.160000,-117460792346955538609203520451318645185053239146322755514925680302274946137203120921768928168725388321844939141919872394090092589529225663558291570649676924721628320102623621776035386161632536509057859584.000000
4.180000,-1944695326927308320698524317658803957457485721693292552330460559163354226762588448159069211108180634989415742383375489065396372437144782956832351259677211702371731106434933084746080711132828711410062065664.000000
4.200000,36541019886543397222291630284236348270178940705702419099003639212044577239275990289567153587545496908883178629282211915713950925008591172260721935666067309815836353407729363092254322749543390432472611160064.000000
4.220000,-310687995474024765211614777972265493259357187714601695845795167388406031165941795400080138253477743587679305185414001225682939981853136856114814871829131591729574531411623603045457259197976496964404674297856.000000
4.240000,830452742612673681086252491385171030611871673383215565712678058970999216919606908174270847127369005271226286455431666645310908957703467592152655799189351797063429134846545882703883757233868258427262075928576.000000
4.260000,17061776823342521115919318434385673364018892163246474304477568833081205202635934599496947286442870805713716930641397818184989344775901904059670627447630842916375645507210406111018153562300171881214441871638528.000000
4.280000,-302408191707822253633219232863197219162689841686062168504366335718871496831638467274334645925064479382600521471037525977161999704900431359086080317616226729517856033282193455455408983123292689919720248127258624.000000
4.300000,2483429341357057732178498972010626970335474026564610591300304832817460493847371043112365726803576995867015107123332688566400920926226809748968729062401102443890568842749495754516755247620939540292154923191107584.000000
4.320000,-5707326668378861517085356184601649842536804662197362194538555161583658043454336754067606805594746778744607273449931099018357163723348590637951628122985099957641837223138248792374564907146032629180093790236442624.000000
4.340000,-148712056227273073667237784844065418172744639383406567522626524993112256696126266232209758239808430976772390865311447985166399646909170941268868136690037194463760936585518900605767231327019534141785162049594064896.000000
4.360000,2496729050598673925218354209544659861168828303603762054202701505966275050585870295774734990974800991285605073533141079848754490280058407481365571672050087270263614783442555225606882759849030603136344575183081701376.000000
4.380000,-19792312615687566461626881256175159391598146047176677462362819523607762821617192133334264623375300168714782219033937564241207013726185236938657457966503904559877247226248281057323524671021870660123342581257507700736.000000
4.400000,37680325389619960869551255882535782584352935417699826435992657421908986047013889695404756037141533307246758871007382767317681235454537835659800328671660702333656892579081540149731247371034693172310071351524305403904.000000
4.420000,1288628076916791117327436736525416298694608278655117786044592920159632993254353177308260308053611178925415559337175568155754234590028139269712309649346090610825344173777088804434836794714035811175902494738458628587520.000000
4.440000,-20565409228531017366189586490586020144936392964209521696590815791414090030727139661451522661309581367107083272601318588439906647531478129053501256565992475174443780053643164632776533002467090823290446581943790357970944.000000
4.460000,157258950593411833603213469581410899382938460853718057843626158722855234319134500423393687816061850825378557591027563127372982154991565091367344026286038100449455273695399318728175782404123198869106687401047415574233088.000000
4.480000,-233819610801301802546637604627660009732090377388777109187971027967613748301632458593381530183888247240697864235779113691383238349706496458554421689535819905198901650567759272144567228135970088251949038313762452498546688.000000
4.500000,-11107652062625009326251243205275902455426836237828209978683809402385693732274429292889855944654480556696915122254573683327932869511084572097153558382284045174646059628173398670130862439732539921807268268830536267624087552.000000
4.520000,169009585377741243628355721920628520251403573534878101291351973729146472728387889888995349868190001581526170522776522284772631788543088185978523935538519009032424486748911967746844810949804632657063952843271358111983599616.000000
4.540000,-1245535727987277987438429122465473709475660925718543083540478145352729694669151414152685844738174019453191799836913014313272550198805652015526153358745201773979694418437794147882101134853203629530143074649346042387400491008.000000
4.560000,1300168918393637399907692114777406108631030655276467340938102585063878691459634272315375366314978621810432205449837186015368045488392663786717079389600493878912931363737552552463046481565239682329723457406852229546073128960.000000
4.580000,95288494306773804333102628787849919894146823421874197724904082837618864429458612341265664617437280944427635458762842298649629124834046324736964929286143745226082816769381324739126452826398376073011614794310091342840934170624.000000
4.600000,-1385831232912050814322535309096267630971834577919454062230780830950545087169833146869740725534909583550207778689682489436752631136882302489383018909149257749514532908168687630829691173186095962476603333402022741260177015570432.000000
4.620000,9832334817120239536446235740900949681229395968559914323081791416031515627320632558404576364279003545516630985320449718799474303405282023292126356692707494353864131594150379500979247980189269453651504874143738452283751273594880.000000
4.640000,-5611671032525631734045097749351612023011302810050009146069564610041057456645016708519118496563214507516567744755205839194777341924040890346579358989373662017952286279366174782236968176225110647982419447301431979120666878148608.000000
4.660000,-813876133132405166948970472374805024636804689817065327597909471057706822659982266700472826643715750037133650673168841686910057347721920545078999853195909312653041262581761236167892640758427234160582288439285667606375922942345216.000000
4.680000,11338315316450333109435443859607824512409882589845032685098104332468668255935557087309167544911363779104788885808152761172914936558077715589262437539447900804902112141671341830987234264682123779120949199263775096013391932526952448.000000
4.700000,-77346818467550903937714556184865922142979772639262888445811596827193580180726396773874936768363682985189031034986078162314547263378531734604552146903373014781188570259769798665097172540383133700540640828194100954955859526779142144.000000
4.720000,4839525238354447081246250019194269756926858436039567980573819343502505021850725132545390302830934435791125026681695485475227471293881043320134115170033000278679138706525952896716293852042656509410744333051498084990033199783477248.000000
4.740000,6923485504068338657618360633223895079767963636402261834164057346581767697518716625320796500341462887161612395509682349605516416735988866753308001067039460415614474572054268558800695932829519207305513632169032087336541073126732070912.000000
4.760000,-92562973569558210697263640827006618673878587091641460025159719900659612304833333872229492074720114137312135969058308755213328445594482516297482436014269897698064866527948968540802714781811810608234181277285933063827909580808775532544.000000
4.780000,606212666304905266257397451995386209783991827365914095824484081664170179330576714524131829871326402695154174742893791816069571789396817734544907301928405175380816985854213286278899407640961027376970116966996667169052355752155842347008.000000
4.800000,294942347334995414515473983919253454840426628273762078294117898263469592016612392942331395645830668927162646279823142620005576100055917411283580625521149914217745506134231163551908356342286262342720758148820988255265879047131738669056.000000
4.820000,-58676871284453495501089696779395911591501495990872304068171806277765072790838297096621184516710922435992356929503360058637688767988314232966149557610546122062016614319782764546934313075889254465616439895227902986428830997250186462363648.000000
4.840000,754024351834328393341315138494460754100457920384217750941981932928958547495921204505898432349196107712547718342504419368846721970762631069299412316533010544439168373884293617864894578048680939275609047312874600933048725424348761109299200.000000
4.860000,-4732587227579822423470609098469360207053031897704128216507199419830937481699138922572574188569761272536042626889391263816682820909207574586911164876421888920978654085883746906822597207699248934586832421278475025062710281117567159537500160.000000
4.880000,-5128910386573536124265125275377040753648168519466073676233310125157794275582466037182255430930670751654834640905770733754247221464017941290856497683419858165455673713012546545616657761527179730530072362750872823132429634522908293366546432.000000
4.900000,495557389948782419819434488507062431230959286447038776877377216922213735952494921125511907399794425324478244342460572444335781832508453756397555838054385463408297948419521711888908629150195708185645656339051750370957570626081733637010620416.000000
4.920000,-6129129971153391713078188348409179967064208152255916337077145966790743904530618337703766275589988101122393499512717855030619683188333866987107225825440781600166105870591610589714931744118508037601128972490157925277632775926459759051147313152.000000
4.940000,36790593800801735772008810582856549723344571926920011875241079597991032949334035753421879106042269528427361010303775684859943469150459751282708489757080578224467220591733240835303826258134000888422619784336774248331136749584467152899554672640.000000
4.960000,63938182299078929698058254011328191784328591718229690853949616375288357646194330834048138061200985206943909261482104593417232363528787110380911788871014682040089206177028764993456037793949412475857522569935742676079539113212437157334361309184.000000
4.980000,-4171576173359267673129317680249735837837948737405295269013099010428187067384891678628352080805799593286878152788946924867525555123438809531234397403565209332072015997925252749819050620475754155224356626805670732912336735904136232331373285736448.000000
5.000000,49714274568226183969073897974555723410228172668391635213287331052728423836432851257606481159136520136676577571652029697754087538346363845432800788232253571171722711490085852595703811114623534863311640195889708008367298508821156748035829824225280.000000
5.020000,-284699894411836538299643807682579566754958926689414997759323591738906896137429267627855516003042727258013607845926026484015055707000358196002468549782215160120740437578859721975609844201334493758273944142285520997691868427791270637020786152439808.000000
5.040000,-700360984311148000047868570582282924544850254872544486119138894055635266875949773403680174061962601611704022570801016792761458614043568410917929004815804291928697585424675211789770098588220010540206164724243164902883755406278323991878234386989056.000000
5.060000,35008026230273586385878718050023987986599991661833768046727066341330044012387138747668332729488931011638311201270476404583502526062033552733031441913577469732159426043710587619402856088465864310987831852875560318613374746006590901972442801743331328.000000
5.080000,-402376821251017119237182025517623368839315545108202914321959526804990480547845631588128243264474649056620563865372382493635462749064722568840570366506710821823278955443836476216779515159438226442231100356091586578162860069426707394730084306922766336.000000
5.100000,2192127490066782300056667451266535460308765031931623339862580883237386960008390734333048975470682550625334711840763752709515251036917549552455503312461341201914955728312466345798975044346708001967966232657864683684264312992913971184964909208518524928.000000
5.120000,7155033849606577383325144571247305554577107436889491476677290130403052961743033306510543274585072575245786154079134003156936691431758463693806771245614113602183577701090036667214549179792149429528105136025448418951177656192901928688194294989558120448.000000
5.140000,-292932726034958104134852861957746208186850105569304568785282171227144880579395614011223495499902816523412874755138459513794042290246652824041866248746216197717305744598610185515641982200256483732990654970491973736662816389899215217430488697575015710720.000000
5.160000,3249768278259824137365989582641989380436496887473685061255941749660843655164998629277264437892488855966762927765719629568900424614468079717813908801674141371185830876441338368666406499241341233049994133905706977882302321984701356223946886551306567155712.000000
5.180000,-16785996933065974024117347055719457167002758070846800033402268384791310276291502480324609762290631757643522447654128442045879487155268078922138837142889701381197088544980123032923263460132076663583183209736971847834915020572898004770001852112068627398656.000000
5.200000,-69958494082783195019553834657542442351816983022086090067611176547002623448606308752780307558054540848095668076567074042958578838193695044159899791917115091788278030377844149470594192668283708597681339712483649843415734987785790723097270868833255966113792.000000
5.220000,2444351760177561819038139463129833019295678382577985162995571970352268181345316635526889977122317901405085595598188052461942158032676797601083533241913661437455850622287220306041892175027152655041967764206753613142176710088751271943398501407352539202977792.000000
5.240000,-26189946220941321330603885032940888786162294220603390826857832300299927525667709828156766401984952028345413606739391814438824627786858075582581074099469883891935919061530026012691599599031372801411764097439032911092060483770570742274402035202904989328474112.000000
5.260000,127747788698181387701865521547374837031660041206714149060766548229646106932037311212423183693424375744154460413182040379414814143803583704333618665527680474420061599761509067526048503863294774692564736240603542944696589995555301755840510597129448481978580992.000000
